,ID_INTERVISTATO,SOLL_MOT
9157,6333_9_64f5ffdb4212aab8506bfde9c363b0cb,Nessuno fa nulla
9158,6333_9_65314bbb04bde085249e2e6ea4a11ddc,Perché il tecnico che doveva sostituire il modem non si è mai presentato agli appuntamenti
9159,6333_9_654193615c6c0255bbe5a711482aea5d,Dopo la chiamata a pagamento il tecnico doveva telefonare dopo 30 min per verificare il problema e comunicarci di chi fosse.. ma abbiamo dovuto chiamare noi.. per tim risultava tutto risolto.. dopo 4 mesi siamo ancora al punto di partenza con un addebito di 29 euro per niente..
9161,6333_9_6560975036802a505fd73be4cf86a2bf,Il problema persiste in modo saltuario
9164,6333_9_65760ae16a312ba99dbcb3d5e3a099b2,Studio medico...non può stare un intero giorno senza Adsl
9166,6333_9_65c4e5b4686097345ab910d882d8a96b,Per mancanza di telefonia e internet
9175,6333_9_6664b177eeb95cbf6ce021227cb1ef1f,Perchè il problema si ripresenta spesso è chiamo gli operatori.
9177,6333_9_66e4c7b9668cb74270764477499c0a4d,Non davano risposte utili alla risoluzione del problema
9181,6333_9_674758a99c7684b740941f6b9742f1b8,"L’ adsl risulta instabile e spesso non navighiamo. Due operatori mi hanno riferito che mi avrebbero sostituito il router telecom con uno più recente  e performante, cosa mai avvenuta."
9182,6333_9_674be74cac303f3b67281478a73df0df,Per risolvere il problema quanto prima
9184,6333_9_675a5b59ab40941685d7181925c3a012,Perché la linea continua a non sempre funzionare
9188,6333_9_67bb269529974055d2720144f33a8e3c,Perchè il problema non è stato risolto da più di un mese!
9189,6333_9_680b72651766377e4d3bf23ab722b07c,Perché il problema non veniva risolto
9191,6333_9_680f0255cfe8a3a17b726f18cf4dfd86,Per certezza di riparazione breve
9192,6333_9_682681f6ee3f80977335a4f88e57a9ba,Perché il guasto non veniva risolto nonostante i continui solleciti
9194,6333_9_68377dfc2fe874487e675cabd06a0491,Nessuno ha mai fatto quello che aveva promesso di fare tipo trasferimento di chiamata su cellulare essendo il telefono di uno studio dentistico poteva essere indispensabile poter ricevere chiamate dai pazienti forse ne posso avere perso  Dovreste rimediare a questo disservizio con un opportuno risarcimento
9195,6333_9_68477386a4a13df83a8f528601dc8a7a,Il guasto doveva essere risolto in 24 ore ma il tecnico è venuto 4 giorni dopo
9197,6333_9_686958e89480aec4f8850f29b02e6fb1,Era trascorso già tempo senza che il problema venisse risolto
9198,6333_9_6870324896ac39817ee12d17249a5e8d,Siamo stati senza linea Adsl per 2 settimane vergognosi....
9199,6333_9_6876a130b0cc899bb095479d90aa6dd0,Non veniva mai nessuno
9201,6333_9_689226eb8e09ae20dd8d2a72fe15f6ad,Il fine settimana tra la segnalazione e l’avventura riparazione
9202,6333_9_6899e0b6083e69ac16f5cd704d950bb7,"Siete una banda di incapaci e non mi avete ancora risolto il problema. Dopo dieci giorni di segnalazioni. Oggi dopo dieci giorni e’ venuto un tecnico, ha constatato un guasto e ha detto che risolveranno. ( tecnico bravo) Ho ancora la linea isdn dell’hotel guasta.. centraliniste ufficio amministrazione e guasti sono un disastro totale"
9203,6333_9_68b19868b221821f19f2b7a216d60ac9,Il problema della nostra linea non viene mai risolto. Il nostro Pos non funziona correttamente perché la linea è debole.  Ho scritto 20 solleciti per indicare che abbiamo chiamato tante volte per questo ma il problema non viene mai risolto
9204,6333_9_68b743cd741c9a64bb148e207337cfd1,Chiuso automaticamente
9208,6333_9_69550df80019ce2452e168cd604e4336,Perché sono rimasta senza linea telefonica e senza linea Internet con gravi disagi lavorativi non solo per me ma anche per i miei clienti
9214,6333_9_6a4d2494d500a842b8724a49761d4fdf,mancata consegna di un adattatore fax per linea Voip
9219,6333_9_6ab0ebdc94297cbf167c9298baee4d00,Perché il problema persisteva senza che nessuno ci informasse lasciando lo studio legale senza internet con grave danno e ripercussioni
9220,6333_9_6ab70e1840903d68b91dc0b1cc0a5fd7,"siamo rimasti senza linea adsl per 4 giorni, ogni giorno l'operatore mi diceva che il problema si risolveva in giornata senza darmi nessuna spiegazione. il tecnico e' arrivato quando ormai la linea era stata ripristinata."
9221,6333_9_6adffc7c7eec767bb4751a2a15072cd9,La mia attività era praticamente bloccata...!!!¿¿¿
9223,6333_9_6afbeb5ffdfdc58cb3c1350909ded810,"Il problema non è stato risolto dicendo che doveva intervenire un’altra squadra, che però non è ancora intervenuta"
9224,6333_9_6b09efd3105051c8543193ac465a90f5,Il problema non è stato risolto. La linea è isolata dal 22 marzo Linea business
9225,6333_9_6b0c42b1d821407d7226a15d484dc39b,Problema trasferimento delle chiamate su guasto
9229,6333_9_6b56f74c7b431b416a2d618488e0d172,Il primo tecnico non ha risolto e il giorno dopo non si è ripresentato come aveva detto quindi ho chiamato x avere info sul tecnico e richiesta di uno nuovo
9230,6333_9_6b71e7ce04630ebf7d625c7537852ce4,Perché non veniva ripristinata la linea
9234,6333_9_6bc06822420b6f4efc8a77cad10fe966,Non è stato risolto
9240,6333_9_6c49ee0a297d67af58e2a7a913e1f832,"ADSL scarsa 2,8 mega"
9244,6333_9_6cb1a282a49e460d0efdda7781b6ac4c,Non sapevo niente x la risoluzione del guasto Da 3 settimane
9246,6333_9_6cc93dfca25df72a648980884c58cde1,SMS che comunica avvenuta risoluzione ma il problema non era risolto Contattata da un operatore che chiedeva solo informazioni aziendali e chiedeva di essere ricontattato ad un suo numero personale
9251,6333_9_6d0575351dfb580acbdf740aa2077e9d,Nessun intervento Difficoltà a definire il gusto  Mancato servizio per 10gg Scandaloso per un contratto business
9256,6333_9_6d5c173d6a202f9662f230c5052d5696,Non avevo rispote
9259,6333_9_6d727289d17dd74b21aa02f4cfd3e9cb,Non é stato risolto nulla
9260,6333_9_6d7e454a2cbca6996073360e39f66b80,14 giorni senza segnale internet e nessun tecnico mi ha mai chiamato. Il 14 giorno il tecnico senza preavviso si è presentato in sede e in meno di mezz’ora ha risolto il guasto. Una vera vergogna.
9262,6333_9_6d9eccaf7ce88994a23e17efb6635ded,"Non ho risolto nulla, inoltre la linea telefonica non funziona"
9263,6333_9_6da548ee8a75865a9c1a14caece567c3,Mancato ripristino
9266,6333_9_6de5ea3a3004931be5d98160b42a5e0b,Mio errore
9267,6333_9_6deb88589bccacefe20918fdc5ea113b,perché avete tenuto la mia attività economica senza linea per venti giorni...siete dei criminali teste di cazzo
9268,6333_9_6dee5d0dff2763f1b2e631256d313071,Un anno di solleciti mai risolto
9275,6333_9_6e5a8ff4fc5bfc68c461767fec750f5d,Tempistica lunga
9280,6333_9_6eb1b76129cb9b391c317cf4fe4619dd,Mi hanno detto che ilsistema Telecom il 07/03mi aveva disattivato di default la linea tel io chiam il tecnico e lui mi rimbalZa all amministrat/commerciale senza e mi dicevanoche non era loro competenze..alla fine ho segnalato il problema al risponditore auto.lasciando il mio cell e si è  risolto..ho trovato molte signorine al Tel scortese ed impreparata Teresa Anna Deborah che sistematicamente facevano cad la linea io per 2 sett.Non ho potuto tel e per qs.ci chiedo il giusto risarcimento
9282,6333_9_6efde362e4c289d00108e4ef4dac2a9d,Perché la segnalazione del guasto è stato fatto giovedì 01/02/2018 invece il tecnico è intervenuto lunedì 05/02/2018
9290,6333_9_6f42c7eca668f539a980276a75d1c9a3,"Perché siete degli incopetenti, mi ci sono volute 3 settimane x capire che la mia adsl non si poteva traslocare quando mandai lettere il 14/12/17 X richiesta trasloco ed ora sono ancora qua che aspetto la nuova adsl con un disagio che dovreste pagare voi!!!!"
9291,6333_9_6f4e7f5023f817ec3a37915151f46537,È un mese e mezzo che nella linea 0564633678 non ho Internet è ancora non sete stati capaci di risolvere il problema
9293,6333_9_6f51ff0bcea65c5b71debe913c815af0,Per avere il contratto vocale per la linea ######### e per un problema tecnico che ancora non viene risolto
9295,6333_9_6f6e39cd049307f39f961bc62acbb37f,"Non avevo avuto risposta risolutiva: sono stato ""palleggiato"" per mezzora tra operatori della linea fissa e della linea mobile. Non ho trovato un operatore che avesse voglia di risolvermi il problema. sembra che l'emisfero destro non sappia cosa fa l'emisfero sinistro. Ho sottoscritto un contratto con un operatore, tal ######### che non risulta reperibile. Auvete qualcuno di COMPETENTE del commerciale che mi può richiamare?"
9296,6333_9_6f863affb8f0725139b0883c85f09690,Mi hanno bloccata l'agenzia non potendo più telefonare ne fax ne Pos. Sto richiedendo i danni subiti per circa 30 gg.
9297,6333_9_6faff729fc1912337c671d5f11e802e7,Nonostante gli interventi il problema si è ripresentato
9305,6333_9_70faf323bccaddf0a5fb8df4790473cd,Perché i precedenti interventi non avevano risolto il problema
9306,6333_9_710db7952f3c1e10e5e4043110f567f5,Perché ho bisogno di lavorare
9309,6333_9_71507be3e310ee642e3510f7836fc9dc,Ripetuto lo stesso problema mancata navigazione o molto lenta. Impossibile parlare con un operatore
9310,6333_9_716e4b30f83cbd0faa6ddea67118a241,Non si è risolto il problema
9314,6333_9_71e0ef7d397234b4cb9e7df578c4b2ed,Non funzionava la linea di telefonia fissa
9321,6333_9_726784d0124f338dd919fdfeff5558e8,Mi era stato riferito che il guasto era risolto e invece non era cosi
9327,6333_9_72b9444f81baff0b1672280c64d65708,E stato un disastro solo dopo mesi sono intervenuti  Tecnici competenti ma tutora Sono senza wi-fi oltre tutto E stato perso il numero di fax di conseguenza il secondo numero
9328,6333_9_72c3398df1a52d73487b685e4132574d,Perché nessuno ci ha dato le tempistiche di risoluzione e nessuno ci ha detto quale era il motivo di blocco.
9330,6333_9_72de2a1e40480ce8440353fc2bac6668,Per urgenza essendo un centro medico
9331,6333_9_72decfc63bbda8c5a5c6d29701407551,35 giorni senza linea per un cavo guasto senza un allaccio temporaneo . L’azienda dietro di noi con linea regolarmente funzionante
9332,6333_9_72e0505cff089336c238880dd8218a52,Il problema è stato risolto due settimane dopo la prima segnalazione
9337,6333_9_73197cb055550dda95d936080291ea88,10 giorni senza servizio pagandolo profumatamente mi sembra troppo . E nessun rimborso . La mi attività si basa sul telefono. Stiamo valutando di cambiare gestore
9339,6333_9_7353cbf2c64215f2c9de0a2602a6b159,Non è stato risolto il problema
9341,6333_9_737a4cf354bbc783d70cfa9a29dcf7d0,Mancata risposta è non ho ancora visto un tecnico per risolvere il problema cioè non ho ancora un router per internet !
9343,6333_9_7392b081d4c1d143418361a0923672c9,Perché nessuno interveniva e non avevamo notizie
9344,6333_9_73a84f353a96a931f51f12af039a237c,arrivato messaggio di aperta segnalazione e immediatamente di chiusa segnalazione ma il problema persisteva. la terza volta mi è stato detto che non esisteva nessuna segnalazione in merito..  ora sembra che il problema verrà risolto solo all inizio della prossima settimana! no comment!! servizio pessimo!!
9345,6333_9_73b509cf9678962d4d58f41d94bfa486,"Mi è' stata attivata la fibra in una zona dove non c'è adeguata copertura. Siamo troppo lontani. Errore dell'ufficio commerciale. Poi abbiamo segnalato per oltre un anno disservizi (telefono muto, chi ci cercava trovava libero ma non suonava, etc). Ci abbiamo messo oltre un anno per avere un tecnico a casa a stabilire che la fibra non andava bene e per ottenere un downgrade. Gravissimo disservizio. Potete controllare la marea di segnalazioni. Alcuno operatori si sono dimostrati gentilossimi anche se non hanno risolto, altri indisponenti. Finalmente un tecnico Sensi ha risolto. Bravissimo e molto competente. Oltre un anno di disservizi. Con persone anziane che vivono in casa e dover partire dal lavoro per vedere se a casa andava tutto bene perché il telefono funzionava a giorni alterni. Servizio veramente vergognoso. Spero di essere richiamata da qualche responsabile."
9350,6333_9_73f42d0c59907d2f77e64c61f0de285a,perche’ ad ogni intervento mi viene detto che e’ tutto a posto ma i problemi persistono o cambiano in peggio ( ad esempio dall’ultimo intervento non riceviamo piu’ fax e se chiamano il numero principale si attiva il fax ma se qualcuno prova a inviarci un fax la linea risulta sempre occupata anche se non lo e’) DI FATTO SIAMO ISOLATI DA 3 GIIRNI
9351,6333_9_740b2b9e16d5d7b5548bbd33c0ad932b,Incompetenza
9353,6333_9_74346824519222f8d59b609ef024eeb8,Perché dal momento del rientro a Tim ci sono voluti più di 20 giorni per avere Internet
9357,6333_9_7470322b4385146085163e86255beef6,Linea lenta
9358,6333_9_74891977ba4236a309ad91defde60c76,"Sempre lo stesso problemma con la adsl , ancora da migliorare"
9359,6333_9_74a806a4ff4520e2c00e465a050843d4,Perche siamo stati due settimane senza linea telefonica e il problema nn veniva risolto!
9360,6333_9_74ba7930ace7f0414499570a0a9e1494,Perché non veniva mai nessuno! Poi non potevo più immettere il numero telefonico per un guasto quindi ho dovuto dare un altro numero per potere parlare con un operatore
9364,6333_9_7505f385b075f134137e03e99f8edb43,Perché aspettare più di una settimana e con continui rimandi della risoluzione dalla segnalazione mi sembra veramente eccessivo
9366,6333_9_7540c497c8d1e3af30c8afe44db19c02,Dalla NP sono trascorsi 3 mesi prima che si riuscisse a ricevere chiamate sul numero. Si poteva solo chiamare e per TIM era un problema del centralino
9367,6333_9_7540d6be5e9383db1e56a0b76e78ab00,Perché dopo una settimana ancora la Linea non funziona
9370,6333_9_758f9ca632abc0110b9d37135a080437,La prima operatrice ha segnalato un problema diverso da quello da me indicato. La seconda operatrice è stata gentile ed efficace perché il giorno dopo il problema è stato risolto dal tecnico
9372,6333_9_759eff24bd54491b995f0fd482ae9431,Non mi contattavano
9374,6333_9_75c4e62c6c422b04d9e7a6b1c6ad572c,Per risolvere il guasto il prima possibile. Siamo un’azienda e lavoriamo grazie al telefono. Senza abbiamo avuto ingenti cali di fatturato!
9379,6333_9_761a201bd5a89def97217d4cceaa0f9d,È arrivato uno sms che annunciava la soluzione ma il telefono non funzionava ancora
9384,6333_9_7654913e8856ee228e3761f4b56ce122,Il servizio richiesto non viene tutt’ora eseguito
9385,6333_9_7661f08612b3b6124700dca1f1cc29f5,NessunA risposta
9387,6333_9_766f8d8fabf2cf38c4f1cc6a7d37f289,"Perché spesso mi si davano risposte motivazioni diverse da operatore ad operatore , oppure chiudevano la chiamata"
9388,6333_9_76969cfd70944a11d4de67991de2b5cd,Ritardo nella.riparazione del guasto
9389,6333_9_76a9ee0e7c33a81280b02af0b01d3965,Perche'il problema persiste
9390,6333_9_76aac474535e65152c9c33f0f9111cfe,Non funzionava il telefono
9391,6333_9_76c88218c57ecb81c6968ae00d69458c,Tempi lunghi
9394,6333_9_772e9a697d04743d07ab495f5bf38611,il guasto non era stato riparato il giorno seguente e trattasi la mia di un'attività alberghiera non è facile stare senza linea internet
9395,6333_9_773a82d32cf40ffba8d5e9bb642f2060,"L’incompetenza , l’arroganza e perché alke mie rimostranza più di un operatore mi ha attaccato il telefono in faccia oktre al fatto che forse il problema da voi causato non si è certi che l’abbiate risolto completamente cagionando ENORMI disagi e danni ho chiesto più volte di parlare con un responsabile ma il trattamento pessimo e continuato con la Vs indifferenza !!! Per errori da voi causati e per i quali e stato DIFFICILISSIMO parlere con qualcuno e per i quali ho ricevuto informazioni discordanti in modo PALESE e per le quali sto valutando se chiedervi per via legale un risarcimento oltre a concludere il contratto con voi per vs grave colpa ! Distinti Saluti"
9396,6333_9_7743f1193746990633f2f472fd87bb23,In 5 giorni Nessun tecnico mi ha contattato e gli operatori non mi sapevano dire che problema c'era
9397,6333_9_774936f48c7072a47e218b71c25c0645,"Le operatrici insistevano a dirmi che il problema era dei miei apparati, invece, come poi verificatisi era dovuto alla linea lasciandomi con una attività ben 5 giorni senza linea voce, tra l altro con tono molto maleducato di fronte alla mia richiesta di intervento."
9400,6333_9_77a160959299c655ca85a3da49443587,Mancanza informazioni
9401,6333_9_77b77034b7ed953572ba87b0f91183b6,Perché non avevo sentito nessuno e mi avevano detto che entro il giorno dopo la segnalazione sarebbe stato risolto il guasto
9406,6333_9_78037892bc0725672a4b455acb72219f,Tim non comprendeva problema
9407,6333_9_78406694bd62805d40a1a366baafb2fa,"Mi hanno dato un’appuntamento che non hanno rispettato. Mi hanno proposto il tecnico a pagamento con la formula “anche se la colpa non fosse della Telecom spende comunque 90 euro ed il tecnico non va via senza averlo risolto” ma così non è stato. Ieri ho trovato la ricevuta del tecnico con l’importo che dovrei pagare e mi sono molto indignata. Ho chiamata il call center ed ho risollevato il problema. Considerando che siamo uno studio e siamo molto in difficoltà per questo prob di rete, prima di spendere tempo e denaro con il vostro tecnico avrei chiamato uno esterno che avrebbe già risolto tutto. Mi sento di aver subito un danno!"
9409,6333_9_785b3a4af1d246711df0938acf668e53,Per mancata risoluzione del guasto
9410,6333_9_7869644e96d186e6514df2fafc9a75ba,Perché il servizio funzionava a intervalli
9412,6333_9_78b383be457e7c3a8bfce87d159e0a05,Assenza di risposta
9414,6333_9_78d099fd7de62bfc6e1f678f504175cb,Non veniva risolto il ptoblema
9416,6333_9_78e848cabc69cc7b7684ade694602780,Ho acquistato una adsl sulla linea già esistente ma in realtà come confermato dal tecnico sulla quella linea non esiste nessun adsl. Quindi vorrei capire come uscire da questo raggiro.
9418,6333_9_78fda5c69a4bfae8c6dc8db74fd7d378,Nessuno risolveva il problema
9419,6333_9_794dbf36963ea2cb8953c43474cf4cab,Che nonostante abbiate detto che sarebbe rientrato in funzione il 24 Marzo in realtà non è ancora attivo
9422,6333_9_799c34942a43870d3088e98a0c8f56c7,Nessuno mi sapeva dare risposte!
9424,6333_9_79b7844a6a767dfa551a6a464cbcbf5a,"Perché nonostante i numerosi solleciti, non si presentava nessun tecnico a risolverci il problema"
9426,6333_9_79cb3e98ee17d05ff34a95752911fe34,Perché uno studio medico e nn potevamo rimanere senza telefono
9427,6333_9_79cdd617fd22664ec91855100254152c,Perché non mi contattavano e la linea non veniva riparata dal 28/02/2018 solo il 5 serabe il 6 marzo sono stata contattata più volte
9430,6333_9_79f3a2c4e5c4e0951e83d4d5ebd4978e,"Problema risolto con l'operatore, poi di nuovo senza linea, x 3 volte, adesso sembra va bene."
9433,6333_9_7a0ecc7ca52d386e99f39cf4a06ebbeb,"Non procedeva e tuttora sono bloccato con la chiamata in entrata ""chi"""
9435,6333_9_7a22c256adb4cea8bbdca8e2d2237c6e,Perché il guasto non è stato ancora risolto dopo un mese dalla prima segnalazione
9436,6333_9_7a6a3069617a0bebec47cf622645e29a,Sempre ADSL che perde segnale tecnico gentilissimo ma problema che resta
9438,6333_9_7a9db5fd880010f74fc0be1b751d143b,Ho dovuto  sollecitare  perché essendo  un'azienda  abbiamo  avuto grossi danni per il mancato  funzionamento  della linea  telefonica per circa 9 giorni. In otre in un precedente  intervento  effettuato circa un mese  fa per un altro  malfunzionamento della linea il tecnico  ha dichiarato  che  sarebbe tornato per cambiare  un cavo ma nessuno  è  più  intervenuto
9439,6333_9_7ab45030987a6e3500d67bf9fc69b1db,"Perché dopo un primo intervento, la linea continuava a non funzionare."
9444,6333_9_7b0bba729d2a60e368c72c304befc1fc,La riparzione non è stato eseguita
9446,6333_9_7b2631eecbe5aea5e72aced08048d285,L'intervento è stato effettuato dopo 2 giorni rispetto a quanto comunicato
9447,6333_9_7b39d71cc70d81bddc0a74e79991fd13,Perché non si vedeva nessuno.
9448,6333_9_7b4b064ec08466cc7081ae6c6bf9c00f,Non mi riescono a risolvere il problema chiudendo più volte le mie segnalazioni e non prendendosi carico della questione
9449,6333_9_7b757f677b6d01f9d0a060b67adbda9f,Il problema persisteva.l Ultimo operatore è stato competente ed ha risolto.
9450,6333_9_7b872dcd0619a5d493391dd2cb9edeb4,Perché per la Telecom era un problema del centralino  Quando in realtà il problema era di loro competenza Questa e’ Un ‘attività  Sono rimasta isolata per dieci giorni  Ho dovuto chiamare un elettricista e farlo parlare con un operatore Telecom Pessimo servizio !!!!
9451,6333_9_7b8c994e4308c451b839ca12e46f29f2,Problemi continui
9455,6333_9_7bfaf27e69fe1c498e782d5a96d7cbca,Non risolto il problema
9459,6333_9_7c36a8e77cfb662e923b66975c52ada1,Perché è da una settimana che non riesco a lavorare
9462,6333_9_7c584993e3d12162eed4433157c3c3f6,Attivazione ricerca automatica
9468,6333_9_7cc724ee0101e2dde9e066eba8b43d12,Non si risolveva il problema
9470,6333_9_7cd34637a8b60b80f2f33b35ef00dff0,Problema non risolto
9471,6333_9_7cdcd6d49d87018ee60bc7fca919cb9a,Orari sbagliati
9472,6333_9_7cdde8dced6f28bd77020b8ba6896d8b,Perché il problema si risolvesse visto che mi sembra che lo stesso sia cronico e ripetitivo
9474,6333_9_7cfb5499dde3f4733780a95c8f1125ce,20 giorni senza linea telefonica e il guasto si è ripetuto dopo 2 mesi e siamo stati di nuovo 3 giorni senza linea telefonica ho chiesto rimborso per i 20 giorni che siamo stati senza linea telefonica e nessuno si è fatto sentire
9475,6333_9_7d3377035e24dfd36deca45f325cbd5d,Per l'appuntamwnto
9477,6333_9_7d3ef360d9dc4e5e2cc1fba2a77a377e,Ho dovuto sollecitare perché il problema non si risolveva oltretutto molti operatori sono stati decisamente scortesi
9480,6333_9_7ded760b2ef1fcee310bd5b9242c0512,"Perché l sms diceva 24 ore ma superato il termine nessuno di è fatto vivo e così per altri 3 giorni. Ho chiamato ogni giorno, avendo io un attività di bar e Bnb e non potendo usufruire di posta e WiFi..."
9481,6333_9_7df5004ff150292a463991c04ebfa8b4,Continua a non funzionare
9483,6333_9_7e323f42c08f0f0ee9bd8d54347538fb,Dopo 24 ore dal primo contatto nessuno si è fatto vedere/sentire e la linea continuava a non funzionare
9484,6333_9_7e37df45ed87983e45dbdf1858dd6949,Ritardo
9486,6333_9_7e5351988e01530250530b9c9da76efd,Si è riproposto
9488,6333_9_7e54e6c3e9b357f10bda4a76ccc03117,"Perchè il problema non è stato risolto, l'ADSL ha funzionato un pò e poi si è scollegato."
9490,6333_9_7e6153be9e13c437577b77f5a5a57c90,"Il tecnico sosteneva di dover necessariamente effettuare un intervento a pagamento all'interno della struttura, mentre il guasto risultava essere all'esterno"
9491,6333_9_7e6ad728403ce7d977d9b55496641852,non si riusciva a risolvere il problema ed ho iniziato a chiamare ogni due giorni.
9496,6333_9_7e97021c81f75e307030a9a83003fee6,Ho saputo dopo 4 giorni che segnalavo al 191 che ero senza linea voce che il motivo era il passaggio da isdn a fibra senza che io L abbia mai chiesta o accettata  è dopo altri 4 giorni è stata ripristinata la linea voce ( 8 giorni senza)
9497,6333_9_7ea3435d9ac793455535115218809747,Problema irrisolto e appuntamenti con il tecnico disattesi senza preavviso
9499,6333_9_7eb16f61403b50febd398ff6e3436b87,Continuavo ad avere il problema
9502,6333_9_7ef7d6c6f1b59a2532c8184cd677e5c8,Riparazione del guasto forse troppo difficile per i tecnici a cui avete affifato il compito
9503,6333_9_7efa6e1ea53d62145f77f95590d39138,"Ho effettuato il cambio della password del wi-fi del Router  pagando 29,90 euro non è andata a buon fine. Ho richiamato più volte oltre ad attaccarmi il telefono in faccia e non risolvendo il problema se non mi verrà risolto e mi verranno presi dalla prossima bolletta i soldi ingiustamente perché non ho la nuova password del wi-fi operativa passerò sia da casa che dalla mia attività commerciale che da tutti i numeri delle case che ho di proprietà ad altra telefonia!! Consiglio di richiamarmi in fretta per risolvere il disservizio. #########"
9505,6333_9_7f44baa3cbd08ba7c6c3e6db405558c0,Scarso risoluzione del problema
9507,6333_9_7f6f3a47a7c0ed80e6af3559283c47d8,"Il primo operatore del servizio informatico ha preso in carico la gestione del problema, ha detto di lavorare sull'apparato e contattarci entro 20 minuti, ma non ha più richiamato. Il secondo operatore ha risposto con ""atteggiamenti da super esperto informatico"", quasi infastidito dal tipo di problematica che gli è stata sottoposta, salvo poi fare brutta figura quando ha constatato che il nostro problema è dovuto ad un limite firmware/hardware del router AGCombo fornitoci (rispetto al precedente che funzionava tranquillamente)"
9508,6333_9_7f983038696a03f0475d29acf0c8345b,Ogni operatore rispondeva cosa diversa . Uno dei miei numeri telefonici fisso collegato ad allarme a smesso di funzionare perché (così mi hanno detto) c’e Un altro operatore su quella linea con preselezione. Mai autorizzato da me ! Voglio togliere la preselezione perché è ovvio che è un problema causato da Telecom e ogni operatore che risponde mi da soluzione diversa . Chi mi vuole mandare Técnico chi devo fare disdetta chi mi fa richiamare da servizio tecnico ecc... sono molto arrabbiata perché dopo tanti mesi non ho ancora risolto . Mandero disdetta alla linea e le spese per riconfigurare allarme le addebito a Telecom
9511,6333_9_7ff5ee58fc20b015eaf6fcc3e36419a6,Mancanza capacità di capire problema
9513,6333_9_800121b80a9b9376377fe7a56265945c,Guasto
9514,6333_9_8005d49a1a538bd6af4d811d6fb33afb,"Il mio problema non è risolto   e dovrò chiamare di nuovo ,"
9517,6333_9_802f305fd77cfb607e0f7c0f5330a850,É stato preso in carico la segnalazione su una numerazione sbagliata
9522,6333_9_804fe6f96e8d976882645573fa2db74a,Nessuno mi riesce a risolvere il problema
9525,6333_9_80804ac1f34d047f69e073a697e293f2,Il problema tuttora non è risolto.
9528,6333_9_80aa0669aa7552d7167e44c3d9cd338d,Perché il servizio è scadende nonostante paghi la bellezza di 140€ circa al bimestre. Che vergogna
9531,6333_9_8109aa113bc7e6aadec0af39e08ef032,Ritardo nell'intervento
9532,6333_9_810ac43bdf16efba21c5fa0b2eed7496,Non veniva risolto il guasto
9540,6333_9_82d496dc8438f80b89cd1df2c42a56a1,perché sono un'attività sanitaria aperta anche di sabato e domenica e il disservizio è stato molto problematico. ero completamente isolato e non reperibile.
9541,6333_9_82ec18b4239922d70188cc2da3121670,Si
9550,6333_9_83603127d0d8bdcbee45b6748c8a7a2c,Perché nessuno degli operatori sapeva cosa stava succedendo e non erano in grado di attuare alcun intervento volto alla risoluzione..
9553,6333_9_83913a2d45a654559015023d80125cb3,Perché sono stata abbandonata completamente
9555,6333_9_83ab3161666b0909d02ac6f68314d335,Albergo senza linee telefoniche dal 3 febbraio oggi è 13 febbraio e siamo ancora isolati senza alcuna idea del nostro destino quantificheremo i danni
9561,6333_9_84693f6ab2a8104ea92ad471c8846f28,Ho cambiato gestore 2 settimane fa ‘... ad oggi sono ancora sprovvisto di modem .... i tecnici hanno solo collegato la linea telefonia e sono più di 10 giorni che.non posso usare  internet... bhe io prima ero un cliente Fastweb spero di non pentirmi di aver cambiato gestore ...
9564,6333_9_848de9f69bead63705287830bfcfbadd,Per che il problema non me l’avete mai risolto persone inconpeteti che ognuno dava una versione diversa pessima esperienza
9565,6333_9_8490cc8d10da1c47d9f4456697d29d01,"Perché il guasto NON è stato risolto in maniera definitiva, ma solo "" cerottato ""."
9566,6333_9_84940d6e5e57f7d4650727db7e6befcc,Perché ad oggi dopo due settimane non ho linea voce e per fortuna funziona internet
9568,6333_9_84a555aa07506a529399a8e674cc0441,3
9569,6333_9_84a7dd7a2fb9c5b9118f40dd9f4f6474,Risoluzione di un reclamo amministrativo ancora non risolto
9570,6333_9_84aa1a85bb308695ac0b7649e7b86c72,Il problema era stato risolto a metà.
9571,6333_9_84c84523a51bd610feb4fd26b3bf24c1,"Perché nonostante avevamo provveduto al pagamento della fattura, il problema non era stato risolto"
9572,6333_9_84d80b7211942a436ddd57cf0ec9d0d0,Perchè essendo una linea che serve un telecontrollo di impianto acquedotto non si può aspettare 48 ore Cazzo!
9575,6333_9_84f73aac70de202f5d581642ba274390,Perché il primo giorno non avevano fatto la segnalazione. Ho richiamato il giorno successivo e sono intervenuti subito
9581,6333_9_852ad25fb55d70b533b3358d307ae5bb,Il problema non è stato risolto la fonia è molto disturbata da fischi ADSL uditi anche dal tecnico ma poi spariti perché INTERMITTENTI il tecnico ha dato la colpa a un telefono però  anche staccato lo fa lo stesso mi aveva detto che mi mandava un tecnico però  ha cambiato idea per lui il problema era risolto CHIEDO CHE MI SI MANDA UN TECNICO   GRAZIE CORDIALI SALUTI #########
9582,6333_9_8547620c7106bac7d03ad7c04643dc8a,Non risolto il problema
9583,6333_9_854e0767a7cf47746920b111a249466e,RITARDO
9584,6333_9_8562624b801b07f68cf6dfc275ab3342,Perché dopo 3 solleciti di cui uno proprio poco fa..dove mi era stato assicurato che sarei stata contattata immediatamente da un tecnico..non ho ricevuto nessuna chiamata...sono veramente arrabbiata e convinta a cambiare operatore dati che trattate così i vostri client
